,Condition,List,Participant,Phase,PresentationID,TrialID,target_filename,foil_filename,distractor_filename,informative_target,informative_foil,target_to_foil,target_to_distractor,target_to_White Space,foil_to_target,foil_to_distractor,foil_to_White Space,distractor_to_target,distractor_to_foil,White Space_to_target,White Space_to_foil,White Space_to_distractor,distractor_to_White Space,target_fixate_dur,foil_fixate_dur,distractor_fixate_dur
259,control,D,P41,elmo,4,D11,cup2,clock1,cake,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0
260,ambiguous,D,P41,elmo,5,D8,dog2,dog1,rainbow,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.3,0.0,0.0
261,ambiguous,D,P41,elmo,6,D3,book2,book1,apple,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0
262,ambiguous,D,P41,elmo,7,D6,cat2,cat1,brush,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.3,0.0,0.0
263,control,D,P41,elmo,8,D13,shoe2,spoon1,paintbrush,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,ambiguous,D,P41,elmo,9,D5,car2,car1,dolphin,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,866.5,0.0,0.0
265,ambiguous,D,P41,elmo,10,D2,bird2,bird1,playground,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399.90000000000003
266,ambiguous,D,P41,elmo,11,D7,chair2,chair1,kangaroo,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.2,0.0,0.0
267,control,D,P41,elmo,12,D10,flower2,cup1,cane,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.6,0.0,0.0
268,control,D,P41,elmo,13,D14,spoon2,toothbrush1,comb,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,531.2,0.0
269,control,D,P41,elmo,14,D9,fish2,flower1,playdoh,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.3,0.0
270,ambiguous,D,P41,elmo,15,D4,bus2,bus1,torch,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.6,699.8,0.0
271,ambiguous,D,P41,elmo,16,D1,bike2,bike1,candle,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1132.1999999999998,0.0
272,control,B,P18,elmo,1,B14,cat2,chair1,hairbrush,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,266.6,0.0,0.0
273,ambiguous,B,P18,elmo,2,B5,shoe2,shoe1,paintbrush,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,166.7,399.9,366.6
274,ambiguous,B,P18,elmo,3,B4,cup2,cup1,dress,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,166.8,400.0,600.0
275,control,B,P18,elmo,4,B10,bird2,book1,playground,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,366.8,166.6,700.1
276,ambiguous,B,P18,elmo,5,B2,flower2,flower1,cane,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,566.6
277,ambiguous,B,P18,elmo,6,B8,tree2,flower1,pencil,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1066.5,0.0,0.0
278,control,B,P18,elmo,7,B15,chair2,dog1,kangaroo,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0
279,ambiguous,B,P18,elmo,8,B3,clock2,clock1,cake,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1033.1000000000001
280,control,B,P18,elmo,9,B9,bike2,bird1,candle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,433.2,0.0,0.0
281,ambiguous,B,P18,elmo,10,B7,toothbrush2,toothbrush1,door,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,control,B,P18,elmo,11,B13,car2,cat1,dolphin,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,166.5,333.3,300.1
283,control,B,P18,elmo,12,B12,bus2,car1,flashlight,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1066.7,0.0,0.0
284,control,B,P18,elmo,13,B16,dog2,bike1,rainbow,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.6,666.5,0.0
285,ambiguous,B,P18,elmo,14,B1,fish2,fish1,playdoh,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
286,control,B,P18,elmo,15,B11,book2,bus1,apple,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.7,0.0,433.4
287,ambiguous,B,P18,elmo,16,B6,spoon2,spoon1,comb,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,control,A,P25,elmo,1,A14,cat1,chair2,hairbrush,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1266.6,0.0,0.0
289,control,A,P25,elmo,2,A13,car1,cat2,dolphin,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.2,366.6,0.0
290,control,A,P25,elmo,3,A9,bike1,bird2,candle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1166.6,0.0,0.0
291,ambiguous,A,P25,elmo,4,A2,flower2,flower1,cane,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.2,666.5,0.0
292,ambiguous,A,P25,elmo,5,A6,spoon1,spoon2,comb,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,833.2,0.0
293,ambiguous,A,P25,elmo,6,A3,clock1,clock2,cake,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,666.7,0.0
294,ambiguous,A,P25,elmo,7,A1,fish1,fish2,playdoh,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,266.7,766.7
295,control,A,P25,elmo,8,A15,chair1,dog2,kangaroo,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,866.5
296,control,A,P25,elmo,9,A16,dog1,bike2,rainbow,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,666.6,0.0,366.6
297,control,A,P25,elmo,10,A10,book1,bus2,apple,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.8
298,ambiguous,A,P25,elmo,11,A5,shoe1,shoe2,paintbrush,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,399.9
299,control,A,P25,elmo,12,A11,book2,bird1,playground,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467.2,0.0,0.0
300,ambiguous,A,P25,elmo,13,A7,toothbrush1,toothbrush2,door,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,901.4,0.0,0.0
301,ambiguous,A,P25,elmo,14,A4,cup1,cup2,dress,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1033.1999999999998,0.0,0.0
302,ambiguous,A,P25,elmo,15,A8,flower1,tree2,pencil,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.2,466.7,0.0
303,control,A,P25,elmo,16,A12,bus1,car2,flashlight,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1299.9,0.0,0.0
304,control,B,P34,elmo,1,B13,car2,cat1,dolphin,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.3,0.0,0.0
305,ambiguous,B,P34,elmo,2,B7,toothbrush2,toothbrush1,door,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.8,0.0,0.0
306,control,B,P34,elmo,3,B16,dog2,bike1,rainbow,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699.5999999999999,333.2,0.0
307,control,B,P34,elmo,4,B10,bird2,book1,playground,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0999999999999,166.8
308,control,B,P34,elmo,5,B12,bus2,car1,flashlight,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,control,B,P34,elmo,6,B9,bike2,bird1,candle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0
310,ambiguous,B,P34,elmo,7,B3,clock2,clock1,cake,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.4000000000001
311,control,B,P34,elmo,8,B15,chair2,dog1,kangaroo,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.6
312,ambiguous,B,P34,elmo,9,B8,tree2,flower1,pencil,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0
313,control,B,P34,elmo,10,B14,cat2,chair1,hairbrush,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1399.8,0.0,0.0
314,ambiguous,B,P34,elmo,11,B1,fish2,fish1,playdoh,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.6,0.0,566.5
315,ambiguous,B,P34,elmo,12,B4,cup2,cup1,dress,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.79999999999995,533.3,0.0
316,control,B,P34,elmo,13,B11,book2,bus1,apple,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.9,700.0,0.0
317,ambiguous,B,P34,elmo,14,B5,shoe2,shoe1,paintbrush,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.7,900.0,0.0
318,ambiguous,B,P34,elmo,15,B6,spoon2,spoon1,comb,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.8000000000001,0.0,0.0
319,ambiguous,B,P34,elmo,16,B2,flower2,flower1,cane,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.1,699.9,0.0
320,ambiguous,C,P11,elmo,1,C7,chair1,chair2,kangaroo,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.9
321,control,C,P11,elmo,2,C12,clock1,shoe2,dress,None,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1133.2,0.0,0.0
322,control,C,P11,elmo,3,C15,toothbrush1,tree2,door,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,633.0999999999999,433.3
323,ambiguous,C,P11,elmo,4,C3,book1,book2,apple,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.6,766.1,0.0
324,ambiguous,C,P11,elmo,5,C6,cat1,cat2,brush,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,ambiguous,C,P11,elmo,6,C1,bike1,bike2,candle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1233.0,0.0
326,control,C,P11,elmo,7,C9,fish1,flower2,playdoh,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1097.8,0.0,0.0
327,control,C,P11,elmo,8,C14,spoon1,toothbrush2,comb,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,ambiguous,C,P11,elmo,9,C2,bird1,bird2,playground,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,933.1999999999999,0.0,0.0
329,ambiguous,C,P11,elmo,10,C5,car1,car2,dolphin,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.3,0.0,0.0
330,control,C,P11,elmo,11,C13,shoe1,spoon2,paintbrush,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.9,0.0,0.0
331,control,C,P11,elmo,12,C10,flower1,cup2,cane,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,833.5,0.0,0.0
332,control,C,P11,elmo,13,C16,tree1,fish2,pencil,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,control,C,P11,elmo,14,C11,cup1,clock2,cake,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.3,0.0,0.0
334,ambiguous,C,P11,elmo,15,C4,bus1,bus2,torch,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666.6,0.0
335,ambiguous,C,P11,elmo,16,C8,dog1,dog2,rainbow,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,833.2,0.0,0.0
336,ambiguous,D,P16,elmo,1,D5,car2,car1,dolphin,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,ambiguous,D,P16,elmo,2,D4,bus2,bus1,torch,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,233.20000000000002,366.7,0.0
338,control,D,P16,elmo,3,D11,cup2,clock1,cake,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,266.6,100.1,599.8
339,ambiguous,D,P16,elmo,4,D6,cat2,cat1,brush,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.1,0.0,166.7
340,control,D,P16,elmo,5,D13,shoe2,spoon1,paintbrush,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,633.6,233.4,0.0
341,control,D,P16,elmo,6,D15,toothbrush2,tree1,door,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,control,D,P16,elmo,7,D10,flower2,cup1,cane,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,100.0,299.9
343,ambiguous,D,P16,elmo,8,D1,bike2,bike1,torch,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,133.4,0.0
344,control,D,P16,elmo,9,D12,clock2,shoe1,dress,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,166.7,566.6
345,control,D,P16,elmo,10,D14,spoon2,toothbrush1,comb,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,266.6,200.0,300.0
346,control,D,P16,elmo,11,D9,fish2,flower1,playdoh,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.3,133.4
347,ambiguous,D,P16,elmo,12,D7,chair2,chair1,kangaroo,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,599.9000000000001,0.0,0.0
348,ambiguous,D,P16,elmo,13,D2,bird2,bird1,playground,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,233.3,0.0,666.5999999999999
349,control,D,P16,elmo,14,D16,tree2,fish1,pencil,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,ambiguous,D,P16,elmo,15,D3,book2,book1,apple,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,766.4,0.0,0.0
351,ambiguous,D,P16,elmo,16,D8,dog2,dog1,ainbow,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,ambiguous,B,P39,elmo,1,B2,flower2,flower1,cane,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.2
353,ambiguous,B,P39,elmo,2,B1,fish2,fish1,playdoh,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,766.6,433.3,0.0
354,control,B,P39,elmo,3,B14,cat2,chair1,hairbrush,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,control,B,P39,elmo,4,B12,bus2,car1,flashlight,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,900.2
356,control,B,P39,elmo,5,B10,bird2,book1,playground,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1166.6,0.0,0.0
357,control,B,P39,elmo,6,B15,chair2,dog1,kangaroo,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,733.1,366.6,166.6
358,control,B,P39,elmo,7,B16,dog2,bike1,rainbow,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1133.3,0.0,0.0
359,control,B,P39,elmo,8,B11,book2,bus1,apple,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,866.7,0.0,166.8
360,ambiguous,B,P39,elmo,9,B4,cup2,cup1,dress,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
361,ambiguous,B,P39,elmo,10,B3,clock2,clock1,cake,1,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,166.6,99.9,632.0
362,control,B,P39,elmo,11,B13,car2,cat1,dolphin,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.2,0.0,0.0
363,ambiguous,B,P39,elmo,12,B7,toothbrush2,toothbrush1,door,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,ambiguous,B,P39,elmo,13,B6,spoon2,spoon1,comb,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.6,0.0,366.5
365,ambiguous,B,P39,elmo,14,B5,shoe2,shoe1,paintbrush,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.6,133.3,0.0
366,control,B,P39,elmo,15,B9,bike2,bird1,candle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1366.6,0.0,0.0
367,ambiguous,B,P39,elmo,16,B8,tree2,flower1,pencil,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,200.0,366.6,366.7
368,control,C,P15,elmo,1,C15,toothbrush1,tree2,door,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1233.3,0.0,0.0
369,control,C,P15,elmo,2,C11,cup1,clock2,cake,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370,ambiguous,C,P15,elmo,3,C6,cat1,cat2,brush,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,766.2,433.4,0.0
371,control,C,P15,elmo,4,C13,shoe1,spoon2,paintbrush,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,0.0,0.0
372,ambiguous,C,P15,elmo,5,C7,chair1,chair2,kangaroo,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699.8,0.0,0.0
373,ambiguous,C,P15,elmo,6,C3,book1,book2,apple,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.7,833.2,0.0
374,control,C,P15,elmo,7,C10,flower1,cup2,cane,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0
375,ambiguous,C,P15,elmo,8,C1,bike1,bike2,candle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,933.2,0.0,0.0
376,ambiguous,C,P15,elmo,9,C5,car1,car2,dolphin,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.3,500.0,0.0
377,control,C,P15,elmo,10,C9,fish1,flower2,playdoh,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699.9000000000001
378,control,C,P15,elmo,11,C12,clock1,shoe2,dress,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
379,ambiguous,C,P15,elmo,12,C8,dog1,dog2,rainbow,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.5,0.0
380,ambiguous,C,P15,elmo,13,C2,bird1,bird2,playground,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,266.7
381,ambiguous,C,P15,elmo,14,C4,bus1,bus2,torch,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1366.4,0.0,0.0
382,control,C,P15,elmo,15,C16,tree1,fish2,pencil,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,control,C,P15,elmo,16,C14,spoon1,toothbrush2,comb,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,ambiguous,B,P06,elmo,1,B7,toothbrush2,toothbrush1,door,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,466.6,0.0,166.7
385,ambiguous,B,P06,elmo,2,B2,flower2,flower1,cane,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1133.1,0.0,0.0
386,control,B,P06,elmo,3,B9,bike2,bird1,candle,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,866.8,0.0,499.9
387,ambiguous,B,P06,elmo,4,B8,tree2,flower1,pencil,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1199.8,0.0,0.0
388,control,B,P06,elmo,5,B11,book2,bus1,apple,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.3
389,control,B,P06,elmo,6,B15,chair2,dog1,kangaroo,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.8,0.0,0.0
