,Condition,List,Participant,Phase,PresentationID,TrialID,target_filename,foil_filename,distractor_filename,informative_target,informative_foil,target_to_foil,target_to_distractor,target_to_White Space,foil_to_target,foil_to_distractor,foil_to_White Space,distractor_to_target,distractor_to_foil,White Space_to_target,White Space_to_foil,White Space_to_distractor,distractor_to_White Space,target_fixate_dur,foil_fixate_dur,distractor_fixate_dur
390,ambiguous,B,P06,elmo,7,B5,shoe2,shoe1,paintbrush,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,433.2,300.0
391,ambiguous,B,P06,elmo,8,B3,clock2,clock1,cake,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.7,0.0
392,control,B,P06,elmo,9,B12,bus2,car1,flashlight,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,266.6,0.0,400.0
393,ambiguous,B,P06,elmo,10,B4,cup2,cup1,dress,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1033.3,0.0,0.0
394,ambiguous,B,P06,elmo,11,B1,fish2,fish1,playdoh,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498.4,433.3,0.0
395,control,B,P06,elmo,12,B13,car2,cat1,dolphin,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.7,700.0,0.0
396,control,B,P06,elmo,13,B10,bird2,book1,playground,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1433.1999999999998
397,ambiguous,B,P06,elmo,14,B6,spoon2,spoon1,comb,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0
398,control,B,P06,elmo,15,B14,cat2,chair1,hairbrush,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.3,633.2,0.0
399,control,B,P06,elmo,16,B16,dog2,bike1,rainbow,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.2,0.0,0.0
400,ambiguous,D,P28,elmo,1,D5,car2,car1,dolphin,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.5,0.0,0.0
401,control,D,P28,elmo,2,D12,clock2,shoe1,dress,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,ambiguous,D,P28,elmo,3,D6,cat2,cat1,brush,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.6
403,control,D,P28,elmo,4,D13,shoe2,spoon1,paintbrush,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.6,0.0,0.0
404,ambiguous,D,P28,elmo,5,D4,bus2,bus1,torch,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1166.7,0.0,0.0
405,control,D,P28,elmo,6,D16,tree2,fish1,pencil,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0
406,control,D,P28,elmo,7,D15,toothbrush2,tree1,door,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,control,D,P28,elmo,8,D14,spoon2,toothbrush1,comb,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,466.6,0.0
408,ambiguous,D,P28,elmo,9,D2,bird2,bird1,playground,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,ambiguous,D,P28,elmo,10,D7,chair2,chair1,kangaroo,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1333.2,0.0,0.0
410,ambiguous,D,P28,elmo,11,D3,book2,book1,apple,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,400.0,0.0,0.0
411,control,D,P28,elmo,12,D11,cup2,clock1,cake,None,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,199.9,0.0,933.2
412,ambiguous,D,P28,elmo,13,D1,bike2,bike1,candle,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.7,0.0,0.0
413,control,D,P28,elmo,14,D10,flower2,cup1,cane,None,None,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.4,400.0,0.0
414,ambiguous,D,P28,elmo,15,D8,dog2,dog1,rainbow,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,control,D,P28,elmo,16,D9,fish2,flower1,playdoh,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,ambiguous,D,P24,elmo,1,D3,book2,book1,apple,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,ambiguous,D,P24,elmo,2,D2,bird2,bird1,playground,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,300.0,233.3,433.29999999999995
418,control,D,P24,elmo,3,D10,flower2,cup1,cane,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.3,0.0,0.0
419,control,D,P24,elmo,4,D9,fish2,flower1,playdoh,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.6,0.0
420,control,D,P24,elmo,5,D14,spoon2,toothbrush1,comb,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,control,D,P24,elmo,6,D13,shoe2,spoon1,paintbrush,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.5,333.2,0.0
422,ambiguous,D,P24,elmo,7,D5,car2,car1,dolphin,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1233.3,0.0,0.0
423,control,D,P24,elmo,8,D15,toothbrush2,tree1,door,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,666.9,0.0,400.0
424,control,D,P24,elmo,9,D16,tree2,fish1,pencil,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.2,0.0,0.0
425,control,D,P24,elmo,10,D12,clock2,shoe1,dress,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.5,0.0,0.0
426,ambiguous,D,P24,elmo,11,D8,dog2,dog1,rainbow,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,833.3,0.0,0.0
427,control,D,P24,elmo,12,D11,cup2,clock1,cake,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,133.3,499.8
428,ambiguous,D,P24,elmo,13,D4,bus2,bus1,torch,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.3,766.1,0.0
429,ambiguous,D,P24,elmo,14,D1,bike2,bike1,candle,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699.9000000000001,0.0,0.0
430,ambiguous,D,P24,elmo,15,D7,chair2,chair1,kangaroo,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1167.3000000000002,0.0
431,ambiguous,D,P24,elmo,16,D6,cat2,cat1,brush,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,799.9000000000001,0.0
432,control,A,P17,elmo,1,A11,book2,bird1,playground,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0
433,ambiguous,A,P17,elmo,2,A6,spoon1,spoon2,comb,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.3,566.6,0.0
434,control,A,P17,elmo,3,A16,dog1,bike2,rainbow,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,666.2,133.3,0.0
435,control,A,P17,elmo,4,A14,cat1,chair2,hairbrush,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,866.4,0.0,233.3
436,control,A,P17,elmo,5,A10,book1,bus2,apple,None,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,797.4,0.0,166.6
437,ambiguous,A,P17,elmo,6,A7,toothbrush1,toothbrush2,door,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438,control,A,P17,elmo,7,A15,chair1,dog2,kangaroo,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.0,0.0,0.0
439,ambiguous,A,P17,elmo,8,A5,shoe1,shoe2,paintbrush,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.7,0.0,0.0
440,control,A,P17,elmo,9,A12,bus1,car2,flashlight,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,control,A,P17,elmo,10,A13,car1,cat2,dolphin,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.6,699.8,0.0
442,ambiguous,A,P17,elmo,11,A1,fish1,fish2,playdoh,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.6,1100.0,0.0
443,control,A,P17,elmo,12,A9,bike1,bird2,candle,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.3,133.4,0.0
444,ambiguous,A,P17,elmo,13,A4,cup1,cup2,dress,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.3,0.0,0.0
445,ambiguous,A,P17,elmo,14,A3,clock1,clock2,cake,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.2,0.0
446,ambiguous,A,P17,elmo,15,A2,flower2,flower1,cane,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.4,699.4000000000001,0.0
447,ambiguous,A,P17,elmo,16,A8,flower1,tree2,pencil,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
448,control,A,P29,elmo,1,A14,cat1,chair2,hairbrush,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,933.2
449,control,A,P29,elmo,2,A9,bike1,bird2,candle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450,ambiguous,A,P29,elmo,3,A3,clock1,clock2,cake,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451,control,A,P29,elmo,4,A11,book2,bird1,playground,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452,ambiguous,A,P29,elmo,5,A7,toothbrush1,toothbrush2,door,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453,control,A,P29,elmo,6,A13,car1,cat2,dolphin,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454,ambiguous,A,P29,elmo,7,A8,flower1,tree2,pencil,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
455,ambiguous,A,P29,elmo,8,A6,spoon1,spoon2,comb,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456,control,A,P29,elmo,9,A12,bus1,car2,flashlight,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.0
457,ambiguous,A,P29,elmo,10,A4,cup1,cup2,dress,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458,ambiguous,A,P29,elmo,11,A5,shoe1,shoe2,paintbrush,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9,166.8,0.0
459,control,A,P29,elmo,12,A10,book1,bus2,apple,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,control,A,P29,elmo,13,A15,chair1,dog2,kangaroo,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,766.6,0.0,0.0
461,ambiguous,A,P29,elmo,14,A2,flower2,flower1,cane,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,ambiguous,A,P29,elmo,15,A1,fish1,fish2,playdoh,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,control,A,P29,elmo,16,A16,dog1,bike2,rainbow,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.2,99.8,0.0
464,ambiguous,D,P32,elmo,1,D6,cat2,cat1,brush,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.2,0.0,0.0
465,ambiguous,D,P32,elmo,2,D5,car2,car1,dolphin,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,0.0,0.0
466,control,D,P32,elmo,3,D16,tree2,fish1,pencil,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1266.5,0.0,0.0
467,control,D,P32,elmo,4,D11,cup2,clock1,cake,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,366.6,233.5,566.5
468,control,D,P32,elmo,5,D10,flower2,cup1,cane,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,933.2,366.6,0.0
469,control,D,P32,elmo,6,D9,fish2,flower1,playdoh,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.3,366.7,0.0
470,ambiguous,D,P32,elmo,7,D8,dog2,dog1,rainbow,1,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,433.2,699.9,0.0
471,ambiguous,D,P32,elmo,8,D2,bird2,bird1,playground,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1133.3,0.0,0.0
472,control,D,P32,elmo,9,D13,shoe2,spoon1,paintbrush,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1133.5,0.0,0.0
473,control,D,P32,elmo,10,D12,clock2,shoe1,dress,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1066.6,0.0
474,ambiguous,D,P32,elmo,11,D7,chair2,chair1,kangaroo,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.3,0.0,566.5
475,control,D,P32,elmo,12,D15,toothbrush2,tree1,door,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.70000000000005,433.3,0.0
476,ambiguous,D,P32,elmo,13,D4,bus2,bus1,torch,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,900.0,0.0,200.0
477,control,D,P32,elmo,14,D14,spoon2,toothbrush1,comb,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.4,0.0,0.0
478,ambiguous,D,P32,elmo,15,D1,bike2,bike1,candle,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,99.9,666.5,466.3
479,ambiguous,D,P32,elmo,16,D3,book2,book1,apple,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.2,333.4,333.3
480,control,C,P35,elmo,1,C12,clock1,shoe2,dress,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1133.3000000000002,0.0,0.0
481,ambiguous,C,P35,elmo,2,C2,bird1,bird2,playground,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0
482,ambiguous,C,P35,elmo,3,C1,bike1,bike2,candle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,control,C,P35,elmo,4,C14,spoon1,toothbrush2,comb,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.6,0.0,133.3
484,ambiguous,C,P35,elmo,5,C5,car1,car2,dolphin,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,833.2,0.0,0.0
485,control,C,P35,elmo,6,C16,tree1,fish2,pencil,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1066.3000000000002,0.0,0.0
486,ambiguous,C,P35,elmo,7,C8,dog1,dog2,rainbow,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487,ambiguous,C,P35,elmo,8,C7,chair1,chair2,kangaroo,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,200.0,0.0,433.3
488,control,C,P35,elmo,9,C15,toothbrush1,tree2,door,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,766.5,0.0,0.0
489,ambiguous,C,P35,elmo,10,C6,cat1,cat2,brush,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490,control,C,P35,elmo,11,C13,shoe1,spoon2,paintbrush,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.20000000000002,0.0,0.0
491,control,C,P35,elmo,12,C10,flower1,cup2,cane,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1166.5,0.0,0.0
492,control,C,P35,elmo,13,C9,fish1,flower2,playdoh,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1133.5
493,ambiguous,C,P35,elmo,14,C3,book1,book2,apple,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,799.9000000000001,0.0,0.0
494,control,C,P35,elmo,15,C11,cup1,clock2,cake,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499.9,0.0,433.3
495,ambiguous,C,P35,elmo,16,C4,bus1,bus2,torch,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,500.0,0.0
496,control,C,P31,elmo,1,C14,spoon1,toothbrush2,comb,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.9,0.0,0.0
497,ambiguous,C,P31,elmo,2,C6,cat1,cat2,brush,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,732.8000000000001,100.0,0.0
498,ambiguous,C,P31,elmo,3,C4,bus1,bus2,torch,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,266.6,166.6,0.0
499,control,C,P31,elmo,4,C16,tree1,fish2,pencil,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,control,C,P31,elmo,5,C9,fish1,flower2,playdoh,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.8,233.4,0.0
501,ambiguous,C,P31,elmo,6,C3,book1,book2,torch,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
502,control,C,P31,elmo,7,C12,clock1,shoe2,dress,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.3,0.0,0.0
503,control,C,P31,elmo,8,C15,toothbrush1,tree2,door,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504,control,C,P31,elmo,9,C11,cup1,clock2,cake,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,300.0
505,ambiguous,C,P31,elmo,10,C2,bird1,bird2,playground,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.4,433.3,0.0
506,ambiguous,C,P31,elmo,11,C7,chair1,chair2,kangaroo,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
507,control,C,P31,elmo,12,C13,shoe1,spoon2,paintbrush,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.3,366.70000000000005,166.6
508,ambiguous,C,P31,elmo,13,C1,bike1,bike2,candle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0
509,control,C,P31,elmo,14,C10,flower1,cup2,cane,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510,ambiguous,C,P31,elmo,15,C5,car1,car2,dolphin,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666.7,0.0
511,ambiguous,C,P31,elmo,16,C8,dog1,dog2,rainbow,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
512,control,D,P08,elmo,1,D14,spoon2,toothbrush1,comb,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,99.9,0.0
513,ambiguous,D,P08,elmo,2,D4,bus1,bus2,torch,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.7,0.0,0.0
514,ambiguous,D,P08,elmo,3,D3,book2,book1,apple,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.7,133.3,0.0
515,ambiguous,D,P08,elmo,4,D5,car2,car1,dolphin,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,766.6999999999999,133.4,0.0
516,ambiguous,D,P08,elmo,5,D6,cat2,cat1,comb,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517,ambiguous,D,P08,elmo,6,D7,chair2,chair1,kangaroo,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.6,566.9
518,control,D,P08,elmo,7,D10,flower2,cup1,cane,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,566.6,0.0
519,control,D,P08,elmo,8,D16,tree2,fish1,pencil,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,766.7,0.0,0.0
520,ambiguous,D,P08,elmo,9,D8,dog2,dog1,rainbow,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1300.0,0.0,0.0
521,ambiguous,D,P08,elmo,10,D1,bike2,bike1,candle,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.2,700.1999999999999
522,control,D,P08,elmo,11,D9,fish2,flower1,playdoh,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.3,0.0,0.0
